# exported by xylib from a spe file
# column_1	column_2
805.083077	371.094513
805.144200	365.451172
805.205323	365.570221
805.266446	368.411987
805.327568	367.479645
805.388691	368.403992
805.449814	365.471588
805.510937	364.524811
805.572060	373.439514
805.633183	367.507324
805.694306	360.611908
805.755429	369.332031
805.816552	369.491516
805.877675	366.609467
805.938797	369.392090
805.999920	365.712708
806.061043	366.485596
806.122166	373.094391
806.183289	367.925903
806.244412	369.393494
806.305535	364.044281
806.366658	371.772430
806.427781	368.921814
806.488903	364.084167
806.550026	363.604980
806.611149	368.027618
806.672272	368.584595
806.733395	364.239197
806.794518	367.084656
806.855641	365.894806
806.916764	364.777679
806.977887	365.485657
807.039010	372.345581
807.100132	365.278870
807.161255	367.792450
807.222378	370.278046
807.283501	367.383148
807.344624	365.858856
807.405747	363.277649
807.466870	365.877319
807.527993	367.470947
807.589116	362.215454
807.650239	365.382690
807.711362	373.619995
807.772484	369.552551
807.833607	364.683014
807.894730	365.989197
807.955853	366.726562
808.016976	361.568207
808.078099	367.829926
808.139222	369.269440
808.200345	368.019470
808.261468	367.037811
808.322591	366.056091
808.383713	368.580658
808.444836	371.148102
808.505959	373.819458
808.567082	370.640656
808.628205	368.782196
808.689328	368.788361
808.750451	366.133148
808.811574	366.143280
808.872697	366.818726
808.933820	365.529663
808.994942	368.693176
809.056065	368.270233
809.117188	362.433105
809.178311	364.259674
809.239434	368.092407
809.300557	368.850189
809.361680	365.822266
809.422803	368.098755
809.483926	370.857239
809.545049	369.094696
809.606171	369.054565
809.667294	372.772461
809.728417	370.279419
809.789540	368.044647
809.850663	367.222260
809.911786	369.817871
809.972909	367.396240
810.034032	368.401550
810.095155	370.214355
810.156277	369.008789
810.217400	370.992767
810.278523	373.498993
810.339646	373.889008
810.400769	368.850403
810.461892	367.012268
810.523015	366.472900
810.584138	364.007324
810.645261	367.928070
810.706384	368.104889
810.767506	364.504150
810.828629	370.704132
810.889752	373.693665
810.950875	368.624573
811.011998	367.948303
811.073121	373.095856
811.134244	375.309113
811.195367	371.584930
811.256490	371.473633
811.317613	369.885040
811.378736	369.198547
811.439858	374.572876
811.500981	376.780945
811.562104	375.048096
811.623227	376.268677
811.684350	372.450714
811.745473	368.462708
811.806596	372.347687
811.867719	368.883789
811.928842	370.111267
811.989965	370.865753
812.051087	372.482697
812.112210	371.658539
812.173333	368.782074
812.234456	371.338928
812.295579	375.019165
812.356702	371.838074
812.417825	370.432678
812.478948	365.526093
812.540071	365.534363
812.601194	365.182343
812.662316	372.313721
812.723439	380.296417
812.784562	374.178925
812.845685	374.185181
812.906808	372.089813
812.967931	368.413086
813.029054	370.637054
813.090177	368.662323
813.151300	366.406342
813.212423	366.758118
813.273545	370.788330
813.334668	367.219818
813.395791	372.351135
813.456914	364.552368
813.518037	366.814484
813.579160	370.777649
813.640283	366.120270
813.701406	361.379730
813.762529	376.796478
813.823651	375.511322
813.884774	374.704132
813.945897	369.321014
814.007020	369.110687
814.068143	368.761963
814.129266	370.127594
814.190389	370.767487
814.251512	375.526337
814.312635	372.927643
814.373758	374.009277
814.434880	370.229309
814.496003	377.975403
814.557126	375.292419
814.618249	371.074371
814.679372	373.701782
814.740495	371.543427
814.801618	375.779327
814.862741	367.733002
814.923864	368.967682
814.984987	367.612518
815.046110	373.557068
815.107232	370.516510
815.168355	381.510101
815.229478	369.970856
815.290601	373.566711
815.351724	373.470673
815.412847	366.834747
815.473970	370.269562
815.535093	376.563110
815.596216	376.194153
815.657339	366.016693
815.718461	370.594177
815.779584	371.127136
815.840707	367.521576
815.901830	367.697876
815.962953	369.931366
816.024076	374.666687
816.085199	376.291321
816.146322	373.459717
816.207445	372.147064
816.268568	366.937531
816.329690	372.494110
816.390813	372.152893
816.451936	381.877228
816.513059	369.858398
816.574182	375.480835
816.635305	373.309906
816.696428	366.716064
816.757551	369.483063
816.818674	365.872955
816.879796	374.530212
816.940919	371.558746
817.002042	368.732025
817.063165	374.520203
817.124288	366.663940
817.185411	367.673096
817.246534	370.665131
817.307657	378.630432
817.368780	368.693604
817.429903	375.614166
817.491025	370.724243
817.552148	370.684235
817.613271	371.670624
817.674394	372.669861
817.735517	369.776550
817.796640	370.682373
817.857763	375.546600
817.918886	371.853363
817.980009	368.846405
818.041132	363.961151
818.102255	365.669312
818.163377	375.255676
818.224500	367.223419
818.285623	365.829987
818.346746	367.660431
818.407869	374.332916
818.468992	365.438568
818.530115	374.097290
818.591238	371.072998
818.652361	367.105194
818.713484	369.574707
818.774606	372.561707
818.835729	371.895782
818.896852	366.357910
818.957975	373.099213
819.019098	367.498077
819.080221	369.554962
819.141344	375.235291
819.202467	374.048462
819.263590	368.501312
819.324713	372.316528
819.385835	372.865601
819.446958	379.930603
819.508081	372.060730
819.569204	367.384979
819.630327	372.148895
819.691450	372.897034
819.752573	372.035797
819.813696	371.047913
819.874819	368.336578
819.935942	373.089478
819.997064	364.510132
820.058187	370.641144
820.119310	371.943878
820.180433	375.339966
820.241556	368.343292
820.302679	366.976593
820.363802	375.373932
820.424925	376.125122
820.486048	371.802399
820.547170	371.821411
820.608293	369.509369
820.669416	373.136108
820.730539	373.178406
820.791662	368.088837
820.852785	365.397095
820.913908	365.043732
820.975031	373.986267
821.036154	371.168762
821.097277	369.242126
821.158399	372.277039
821.219522	370.647736
821.280645	373.266815
821.341768	374.861572
821.402891	371.094727
821.464014	366.917908
821.525137	371.631409
821.586260	368.367889
821.647383	368.682739
821.708506	373.027039
821.769628	370.987854
821.830751	371.679993
821.891874	367.473022
821.952997	367.692444
822.014120	366.606018
822.075243	366.927063
822.136366	374.825134
822.197489	367.977844
822.258612	374.320557
822.319735	377.918304
822.380858	372.861542
822.441980	368.919220
822.503103	367.444458
822.564226	373.212311
822.625349	371.451538
822.686472	374.691132
822.747595	370.994385
822.808718	369.226440
822.869841	369.972931
822.930964	370.975067
822.992087	373.449585
823.053209	372.772949
823.114332	372.983734
823.175455	371.795593
823.236578	371.994324
823.297701	375.175385
823.358824	370.474670
823.419947	369.735474
823.481070	369.572693
823.542193	371.457001
823.603316	369.435089
823.664438	368.315613
823.725561	369.034851
823.786684	367.903870
823.847807	371.592407
823.908930	374.039185
823.970053	372.924469
824.031176	367.417419
824.092299	367.471405
824.153422	369.066040
824.214544	369.369934
824.275667	374.256775
824.336790	375.675171
824.397913	372.603119
824.459036	370.007111
824.520159	369.401154
824.581282	370.096466
824.642405	371.786987
824.703528	373.101105
824.764651	369.998199
824.825773	371.847992
824.886896	369.344788
824.948019	372.206451
825.009142	367.660583
825.070265	371.233185
825.131388	369.053192
825.192511	367.148132
825.253634	372.859344
825.314757	372.118225
825.375880	373.836060
825.437003	373.481476
825.498125	370.495911
825.559248	369.507355
825.620371	370.842438
825.681494	370.191040
825.742617	368.864288
825.803740	369.854767
825.864863	370.537384
825.925986	368.569366
825.987109	368.867310
826.048232	372.180084
826.109354	372.904419
826.170477	373.219727
826.231600	370.962799
826.292723	372.186646
826.353846	372.934235
826.414969	375.187042
826.476092	373.354706
826.537215	372.898712
826.598338	374.255157
826.659461	377.193359
826.720583	377.329803
826.781706	370.841705
826.842829	371.490631
826.903952	374.922516
826.965075	376.285309
827.026198	376.012146
827.087321	376.296204
827.148444	375.389648
827.209567	374.035706
827.270690	372.408447
827.331812	371.687073
827.392935	371.693359
827.454058	373.598145
827.515181	372.807465
827.576304	369.818451
827.637427	373.134369
827.698550	374.462341
827.759673	369.326355
827.820796	369.254333
827.881918	370.744415
827.943041	368.869751
828.004164	365.253632
828.065287	368.773224
828.126410	370.518768
828.187533	371.025330
828.248656	370.533752
828.309779	367.295715
828.370902	370.779419
828.432025	371.310455
828.493148	371.051117
828.554270	369.949432
828.615393	370.062164
828.676516	370.205841
828.737639	369.832794
828.798762	368.600372
828.859885	372.797638
828.921008	373.375061
828.982131	373.711548
829.043254	371.155609
829.104377	367.635895
829.165499	368.111877
829.226622	371.967163
829.287745	368.956177
829.348868	367.745209
829.409991	370.749817
829.471114	370.676147
829.532237	371.145203
829.593360	366.998230
829.654483	370.078430
829.715606	372.087799
829.776728	372.168610
829.837851	368.643372
829.898974	366.566864
829.960097	366.958527
830.021220	366.350555
830.082343	363.514526
830.143466	361.363434
830.204589	365.895874
830.265712	367.761597
830.326835	366.995880
830.387957	367.002106
830.449080	363.938263
830.510203	361.400299
830.571326	362.862762
830.632449	368.326050
830.693572	371.033600
830.754695	369.811127
830.815818	365.973389
830.876941	370.197937
830.938063	370.985229
830.999186	367.834747
831.060309	365.840240
831.121432	366.307159
831.182555	367.083038
831.243678	367.705109
831.304801	365.631317
831.365924	368.415619
831.427047	371.725830
831.488170	369.647766
831.549292	366.268768
831.610415	366.978973
831.671538	369.369293
831.732661	365.811401
831.793784	366.856598
831.854907	367.294739
831.916030	365.537720
831.977153	367.643524
832.038276	366.068420
832.099399	364.796112
832.160521	367.046356
832.221644	365.701294
832.282767	365.438782
832.343890	367.447174
832.405013	365.713440
832.466136	363.587891
832.527259	367.591919
832.588382	371.479218
832.649505	366.600586
832.710628	365.116608
832.771751	370.009125
832.832873	369.114075
832.893996	368.515228
832.955119	366.747009
833.016242	364.007996
833.077365	366.428497
833.138488	369.546906
833.199611	367.760712
833.260734	368.194397
833.321857	369.937103
833.382980	368.404785
833.444102	371.765137
833.505225	370.505310
833.566348	362.587982
833.627471	365.072449
833.688594	366.421082
833.749717	366.623932
833.810840	367.992554
833.871963	364.504120
833.933086	361.071960
833.994209	366.162231
834.055331	368.732788
834.116454	368.383423
834.177577	367.742188
834.238700	368.692017
834.299823	371.352325
834.360946	367.206635
834.422069	368.321686
834.483192	368.464111
834.544315	367.426086
834.605437	370.709290
834.666560	365.222107
834.727683	364.068756
834.788806	364.789581
834.849929	365.774139
834.911052	367.123840
834.972175	368.795441
835.033298	366.822205
835.094421	366.145111
835.155544	367.820740
835.216666	367.159943
835.277789	360.474426
835.338912	368.227173
835.400035	369.488434
835.461158	367.519806
835.522281	366.175842
835.583404	362.823181
835.644527	366.275940
835.705650	369.905334
835.766773	370.555573
835.827896	366.466705
835.889018	366.611176
835.950141	368.941071
836.011264	369.579224
836.072387	366.830414
836.133510	372.489136
836.194633	373.531830
836.255756	370.528381
836.316879	371.001251
836.378002	373.014221
836.439125	369.438110
836.500247	368.326477
836.561370	370.740356
836.622493	368.126495
836.683616	373.698914
836.744739	375.959778
836.805862	372.835175
836.866985	368.827087
836.928108	367.669922
836.989231	367.676178
837.050354	372.697784
837.111476	371.110046
837.172599	368.978485
837.233722	373.758240
837.294845	374.998810
837.355968	371.097198
837.417091	367.539948
837.478214	371.834106
837.539337	372.280548
837.600460	371.746826
837.661583	375.433228
837.722705	375.293610
837.783828	370.331268
837.844951	368.765930
837.906074	371.749420
837.967197	369.054840
838.028320	370.028290
838.089443	368.543243
838.150566	361.772217
838.211689	370.354675
838.272811	363.976624
838.333934	366.114716
838.395057	369.343628
838.456180	369.830994
838.517303	366.006165
838.578426	368.674713
838.639549	368.308258
838.700672	366.305267
838.761795	365.853149
838.822918	364.303711
838.884040	365.421265
838.945163	365.871857
839.006286	368.233063
839.067409	372.828674
839.128532	373.120209
839.189655	369.744751
839.250778	367.320862
839.311901	372.492706
839.373024	370.736420
839.434147	369.129517
839.495270	368.130737
839.556392	367.131927
839.617515	376.662903
839.678638	365.979065
839.739761	366.205872
839.800884	375.140015
839.862007	369.610291
839.923130	366.330719
839.984253	370.106934
840.045376	366.026581
840.106499	364.987640
840.167621	372.499420
840.228744	370.678040
840.289867	370.020142
840.350990	368.341980
840.412113	368.027161
840.473236	368.033447
840.534359	367.189026
840.595482	361.068359
840.656605	367.737000
840.717728	367.342865
840.778850	367.061920
840.839973	373.123993
840.901096	370.622833
840.962219	371.831573
841.023342	364.236115
841.084465	367.466095
841.145588	365.462616
841.206711	369.514648
841.267834	361.260956
841.328957	367.209534
841.390079	365.451202
841.451202	368.705597
841.512325	363.753235
841.573448	372.145569
841.634571	367.740814
841.695694	370.786957
841.756817	369.352966
841.817940	366.432404
841.879063	370.758209
841.940185	371.193878
842.001308	368.428741
842.062431	368.196747
842.123554	368.203033
842.184677	370.076630
842.245800	371.159210
842.306923	365.590149
842.368046	367.105438
842.429169	369.125122
842.490292	375.896820
842.551414	364.828857
842.612537	373.811646
842.673660	370.437714
842.734783	372.200958
842.795906	365.513245
842.857029	367.210083
842.918152	366.306763
842.979275	369.218170
843.040398	368.319305
843.101521	368.303650
843.162644	375.230865
843.223766	368.395325
843.284889	365.334839
843.346012	369.316010
843.407135	364.326172
843.468258	365.371307
843.529381	371.348267
843.590504	370.432220
843.651627	375.314758
843.712750	371.269775
843.773873	366.340057
843.834995	365.658905
843.896118	375.148926
843.957241	367.424652
844.018364	368.479034
844.079487	370.234802
844.140610	366.547424
844.201733	369.472839
844.262856	370.263367
844.323979	367.664764
844.385102	371.383911
844.446224	370.179535
844.507347	366.726837
844.568470	370.387146
844.629593	369.385498
844.690716	369.051910
844.751839	375.589264
844.812962	375.321930
844.874085	364.326477
844.935208	372.010437
844.996330	368.428589
845.057453	375.567200
845.118576	367.955231
845.179699	371.414032
845.240822	370.171539
845.301945	366.903992
845.363068	362.897400
845.424191	366.194489
845.485314	370.283600
845.546437	368.414276
845.607559	367.557617
845.668682	367.114441
845.729805	364.711426
845.790928	365.726288
845.852051	366.741180
845.913174	368.257385
845.974297	370.241241
846.035420	364.814850
846.096543	370.801300
846.157666	370.893372
846.218789	367.998596
846.279911	368.861694
846.341034	365.228241
846.402157	364.026306
846.463280	366.257446
846.524403	368.022125
846.585526	365.649170
846.646649	365.214386
846.707772	365.903442
846.768895	371.637604
846.830018	365.606689
846.891140	369.649872
846.952263	371.988617
847.013386	369.215271
847.074509	367.708588
847.135632	367.714874
847.196755	367.721191
847.257878	368.261353
847.319001	368.384827
847.380124	366.108002
847.441247	370.318329
847.502369	370.913818
847.563492	369.636169
847.624615	370.602051
847.685738	367.170624
847.746861	367.294769
847.807984	368.627380
847.869107	365.346344
847.930230	367.841644
847.991353	367.092896
848.052476	367.839996
848.113598	365.135132
848.174721	368.501556
848.235844	370.183044
848.296967	369.450317
848.358090	367.545502
848.419213	367.412628
848.480336	366.663055
848.541459	368.759796
848.602582	368.736633
848.663704	371.892822
848.724827	371.513794
848.785950	370.509888
848.847073	368.318787
848.908196	366.688965
848.969319	369.528229
849.030442	369.463196
849.091565	365.072906
849.152688	365.588959
849.213811	370.491516
849.274933	370.940613
849.336056	365.623413
849.397179	368.356567
849.458302	371.296417
849.519425	369.775360
849.580548	371.529388
849.641671	370.060516
849.702794	369.924683
849.763917	369.101013
849.825040	366.506012
849.886162	367.446106
849.947285	367.043610
