# exported by xylib from a spe file
# column_1	column_2
769.509549	381.029633
769.570672	379.356110
769.631795	384.240295
769.692918	379.240143
769.754041	375.112427
769.815164	378.805267
769.876286	381.430969
769.937409	381.769104
769.998532	377.872375
770.059655	380.973297
770.120778	381.858917
770.181901	380.798981
770.243024	382.059875
770.304147	377.204041
770.365270	372.624878
770.426393	381.639679
770.487515	383.556641
770.548638	380.835083
770.609761	384.401398
770.670884	378.584686
770.732007	374.062286
770.793130	377.198975
770.854253	378.305328
770.915376	377.887878
770.976499	373.974579
771.037622	373.710327
771.098744	371.525940
771.159867	372.313599
771.220990	374.315033
771.282113	377.210388
771.343236	381.440308
771.404359	380.870850
771.465482	378.898560
771.526605	385.097687
771.587728	384.803497
771.648850	378.959503
771.709973	381.438660
771.771096	382.455566
771.832219	379.052490
771.893342	380.780518
771.954465	385.000427
772.015588	379.751068
772.076711	380.108185
772.137834	385.965424
772.198957	382.352753
772.260080	379.807892
772.321202	384.214233
772.382325	385.237640
772.443448	381.285095
772.504571	378.611664
772.565694	379.734467
772.626817	378.289032
772.687940	375.553253
772.749063	381.092102
772.810186	378.028748
772.871309	373.479279
772.932431	379.802246
772.993554	378.671967
773.054677	377.189331
773.115800	377.444611
773.176923	377.332672
773.238046	378.543884
773.299169	377.172668
773.360292	375.080627
773.421415	371.512085
773.482538	370.709534
773.543660	374.561157
773.604783	377.308685
773.665906	375.588623
773.727029	374.133057
773.788152	380.466919
773.849275	375.460876
773.910398	377.579803
773.971521	373.531647
774.032644	372.015320
774.093767	376.845337
774.154889	382.194305
774.216012	380.112244
774.277135	374.523163
774.338258	377.635742
774.399381	377.306091
774.460504	378.161987
774.521627	381.006561
774.582750	380.732452
774.643873	378.989258
774.704995	377.381195
774.766118	377.980621
774.827241	379.053986
774.888364	380.923981
774.949487	378.701843
775.010610	381.528412
775.071733	379.365326
775.132856	384.232727
775.193979	387.013947
775.255102	382.745270
775.316224	381.422546
775.377347	379.977509
775.438470	381.255341
775.499593	380.809753
775.560716	380.726074
775.621839	381.326202
775.682962	380.208618
775.744085	378.420197
775.805208	382.318634
775.866331	381.407867
775.927453	381.772827
775.988576	374.446442
776.049699	381.737030
776.110822	379.750671
776.171945	383.595306
776.233068	382.824280
776.294191	382.088898
776.355314	380.400269
776.416437	381.037567
776.477560	381.076233
776.538683	382.891846
776.599805	377.100494
776.660928	380.055786
776.722051	379.786377
776.783174	383.048340
776.844297	377.702881
776.905420	381.643677
776.966543	374.746277
777.027666	372.967133
777.088789	382.190765
777.149912	378.063141
777.211034	375.947968
777.272157	375.810822
777.333280	373.980408
777.394403	372.156433
777.455526	375.659607
777.516649	375.914703
777.577772	377.714172
777.638895	373.987427
777.700018	374.580231
777.761141	377.892609
777.822263	379.366425
777.883386	374.194366
777.944509	378.591156
778.005632	384.069641
778.066755	378.280334
778.127878	377.733246
778.189001	372.968842
778.250124	375.469574
778.311247	378.255371
778.372369	376.608246
778.433492	371.772644
778.494615	377.253296
778.555738	376.641541
778.616861	372.472412
778.677984	371.706573
778.739107	374.000214
778.800230	376.778534
778.861353	376.553223
778.922476	373.555542
778.983598	374.316925
779.044721	373.661591
779.105844	372.715668
779.166967	373.765533
779.228090	375.509430
779.289213	377.331543
779.350336	375.286011
779.411459	376.413300
779.472582	376.260315
779.533705	374.733765
779.594828	375.829498
779.655950	371.337006
779.717073	368.152679
779.778196	367.893494
779.839319	371.461578
779.900442	375.096527
779.961565	374.011688
780.022688	370.712158
780.083811	372.833893
780.144934	373.601440
780.206057	375.565125
780.267179	372.106537
780.328302	365.549866
780.389425	374.438751
780.450548	372.313446
780.511671	370.262085
780.572794	371.896637
780.633917	371.902771
780.695040	371.250549
780.756163	368.518951
780.817286	379.499268
780.878408	377.133850
780.939531	379.203369
781.000654	371.682007
781.061777	368.407318
781.122900	375.672699
781.184023	370.081696
781.245146	373.948334
781.306269	374.930298
781.367392	368.047119
781.428515	374.832184
781.489637	372.076111
781.550760	366.328979
781.611883	368.873871
781.673006	369.964783
781.734129	366.421448
781.795252	379.469604
781.856375	368.612213
781.917498	367.097687
781.978621	373.066742
782.039743	370.662964
782.100866	373.378815
782.161989	372.405243
782.223112	373.661255
782.284235	369.324799
782.345358	368.127075
782.406481	370.413696
782.467604	368.858704
782.528727	368.145325
782.589850	371.035919
782.650972	369.981110
782.712095	364.979523
782.773218	371.421173
782.834341	369.730804
782.895464	371.789398
782.956587	371.536560
783.017710	370.798798
783.078833	370.543732
783.139956	369.575562
783.201079	369.199402
783.262202	369.205505
783.323324	372.610077
783.384447	370.711945
783.445570	370.494476
783.506693	371.594574
783.567816	369.192535
783.628939	370.768036
783.690062	370.257751
783.751185	370.620422
783.812308	373.732483
783.873431	370.504364
783.934553	367.297913
783.995676	369.437256
784.056799	368.934631
784.117922	367.164093
784.179045	371.271912
784.240168	371.278046
784.301291	370.192841
784.362414	368.327881
784.423537	367.656494
784.484660	368.322571
784.545782	371.354919
784.606905	368.737152
784.668028	371.126129
784.729151	378.003754
784.790274	371.000702
784.851397	370.157043
784.912520	376.584106
784.973643	371.351715
785.034766	371.572418
785.095889	373.160553
785.157011	375.548950
785.218134	370.943115
785.279257	365.625702
785.340380	371.541656
785.401503	372.664124
785.462626	373.978424
785.523749	371.872498
785.584872	374.322662
785.645995	365.860352
785.707117	370.168182
785.768240	377.602142
785.829363	367.430756
785.890486	366.287384
785.951609	361.946899
786.012732	373.335846
786.073855	368.505707
786.134978	369.492615
786.196101	369.498779
786.257224	363.678528
786.318346	365.501129
786.379469	370.300446
786.440592	372.381470
786.501715	367.877747
786.562838	368.470551
786.623961	373.949249
786.685084	370.051270
786.746207	368.678345
786.807330	365.117310
786.868453	368.032440
786.929576	366.904175
786.990698	369.926208
787.051821	373.837830
787.112944	370.509033
787.174067	370.389404
787.235190	367.467102
787.296313	367.413361
787.357436	367.638489
787.418559	369.136200
787.479682	371.095520
787.540805	370.887604
787.601927	367.073944
787.663050	367.789642
787.724173	366.600861
787.785296	371.787476
787.846419	371.948822
787.907542	370.658569
787.968665	366.817657
788.029788	365.369751
788.090911	367.588928
788.152034	366.279785
788.213156	370.114075
788.274279	372.493744
788.335402	370.545776
788.396525	370.840546
788.457648	370.054596
788.518771	367.667084
788.579894	368.877563
788.641017	368.671936
788.702140	369.302490
788.763262	368.778992
788.824385	366.769440
788.885508	368.260529
788.946631	370.160889
789.007754	375.335022
789.068877	375.750977
789.130000	373.329224
789.191123	376.306793
789.252246	372.118042
789.313369	367.626648
789.374491	366.169830
789.435614	362.281311
789.496737	366.124817
789.557860	371.467010
789.618983	367.143158
789.680106	364.496613
789.741229	373.183594
789.802352	369.120300
789.863475	365.270966
789.924598	370.861389
789.985721	370.329803
790.046843	366.832855
790.107966	363.211517
790.169089	370.840546
790.230212	372.284668
790.291335	367.156036
790.352458	367.734131
790.413581	367.338562
790.474704	367.488220
790.535827	362.565369
790.596950	369.780334
790.658072	369.551788
790.719195	372.781830
790.780318	372.190887
790.841441	372.874573
790.902564	365.657654
790.963687	370.871216
791.024810	369.814819
791.085933	367.717255
791.147056	364.309814
791.208179	368.074585
791.269301	369.224274
791.330424	373.726379
791.391547	366.042358
791.452670	365.134827
791.513793	371.021423
791.574916	369.051422
791.636039	369.054932
791.697162	369.061066
791.758285	368.110779
791.819408	370.921539
791.880530	371.058441
791.941653	373.839264
792.002776	367.638458
792.063899	367.118774
792.125022	370.698853
792.186145	369.323090
792.247268	370.861542
792.308391	367.652496
792.369514	368.001129
792.430636	365.620422
792.491759	364.350952
792.552882	369.944458
792.614005	370.321838
792.675128	373.349792
792.736251	369.374146
792.797374	368.961365
792.858497	368.408081
792.919620	373.508392
792.980743	366.889557
793.041865	367.202118
793.102988	367.483643
793.164111	372.976135
793.225234	372.320251
793.286357	370.502045
793.347480	368.152344
793.408603	361.829315
793.469726	367.354126
793.530849	363.331268
793.591972	361.294922
793.653094	362.965240
793.714217	363.323547
793.775340	365.800354
793.836463	369.118805
793.897586	367.283142
793.958709	368.266754
794.019832	369.128479
794.080955	369.446045
794.142078	368.622375
794.203201	373.361969
794.264324	372.308746
794.325446	366.287659
794.386569	367.444672
794.447692	364.758148
794.508815	364.922180
794.569938	370.816925
794.631061	368.970337
794.692184	366.339996
794.753307	368.767029
794.814430	369.914032
794.875553	368.499115
794.936675	366.544006
794.997798	365.852203
795.058921	369.307831
795.120044	372.160583
795.181167	369.224548
795.242290	366.288330
795.303413	364.844055
795.364536	367.284760
795.425659	371.487488
795.486782	371.681641
795.547904	368.122375
795.609027	368.774109
795.670150	369.861847
795.731273	367.107239
795.792396	367.591034
795.853519	364.366364
795.914642	366.008453
795.975765	374.729218
796.036888	366.737946
796.098010	366.049011
796.159133	369.056824
796.220256	365.024323
796.281379	366.105774
796.342502	365.636749
796.403625	369.330536
796.464748	368.549194
796.525871	368.555328
796.586994	368.736908
796.648117	370.389465
796.709239	373.733429
796.770362	369.570679
796.831485	369.438202
796.892608	368.592133
796.953731	368.598267
797.014854	368.604401
797.075977	369.121002
797.137100	373.385223
797.198223	371.427765
797.259346	369.395325
797.320469	366.389954
797.381591	362.695404
797.442714	362.940308
797.503837	367.662506
797.564960	367.519653
797.626083	362.761261
797.687206	364.707733
797.748329	364.731537
797.809452	370.666443
797.870575	372.642914
797.931698	374.613586
797.992820	369.812500
798.053943	371.617126
798.115066	366.939880
798.176189	364.856934
798.237312	360.101898
798.298435	369.969116
798.359558	372.551178
798.420681	368.181641
798.481804	365.966400
798.542927	369.337646
798.604049	372.394470
798.665172	370.122589
798.726295	371.492432
798.787418	370.049286
798.848541	366.399933
798.909664	366.657166
798.970787	367.646057
799.031910	369.454254
799.093033	368.994080
799.154156	368.819458
799.215278	370.412811
799.276401	371.599823
799.337524	371.812408
799.398647	369.514313
799.459770	365.052063
799.520893	366.903320
799.582016	369.356445
799.643139	365.454285
799.704262	363.190887
799.765384	365.801422
799.826507	366.903839
799.887630	363.405853
799.948753	364.727722
800.009876	367.983032
800.070999	364.856537
800.132122	368.975830
800.193245	364.646790
800.254368	367.506805
800.315491	368.348572
800.376614	367.593536
800.437736	366.704041
800.498859	364.742920
800.559982	364.611847
800.621105	363.194031
800.682228	362.030212
800.743351	366.135742
800.804474	365.520355
800.865597	363.609711
800.926720	366.845123
800.987843	365.684113
801.048965	360.332001
801.110088	363.477264
801.171211	365.384216
801.232334	364.119171
801.293457	366.093323
801.354580	369.078308
801.415703	371.528687
801.476826	371.050568
801.537949	367.643646
801.599072	364.149780
801.660194	366.379822
801.721317	369.612122
801.782440	367.283600
801.843563	365.563873
801.904686	366.988892
801.965809	367.256958
802.026932	364.456299
802.088055	367.514709
802.149178	371.847046
802.210301	367.538452
802.271423	366.977051
802.332546	367.452362
802.393669	369.267090
802.454792	367.269897
802.515915	367.728607
802.577038	366.943451
802.638161	370.504944
802.699284	371.161407
802.760407	367.243927
802.821529	360.542145
802.882652	364.487823
802.943775	366.303223
803.004898	364.541809
803.066021	364.664825
803.127144	363.546478
803.188267	367.281891
803.249390	372.250610
803.310513	363.237152
803.371636	361.824005
803.432758	366.762299
803.493881	368.026764
803.555004	365.667450
803.616127	361.671326
803.677250	366.512604
803.738373	366.879944
803.799496	366.119843
803.860619	369.680786
803.921742	371.285461
803.982865	370.933685
804.043987	368.453491
804.105110	364.519073
804.166233	365.825531
804.227356	367.887451
804.288479	366.223846
804.349602	370.513550
804.410725	365.764160
804.471848	367.632690
804.532971	362.984161
804.594094	366.737091
804.655217	361.932678
804.716339	366.774902
804.777462	370.293030
804.838585	369.075195
804.899708	365.426727
804.960831	365.694366
805.021954	369.527954
